cat_code,cat_desc,category_level,dt_code,dt_desc,dt_unit,et_code,et_desc,et_unit,geo_code,geo_desc,is_adj,report,detail_code,time_series_code
ANM,Aluminum and Nonferrous Metal Products,0,MPCVS,Value of Shipments Percent Change Monthly,  Percent,,,,US,U.S. Total,0,"Manufacturers' Shipments, Inventories, and Orders",MPCVS,ANM_MPCVS_US
31C,Ferrous Metal Foundries,0,MPCVS,Value of Shipments Percent Change Monthly,  Percent,,,,US,U.S. Total,0,"Manufacturers' Shipments, Inventories, and Orders",MPCVS,31C_MPCVS_US
32S,Fabricated Metal Products,0,MPCVS,Value of Shipments Percent Change Monthly,  Percent,,,,US,U.S. Total,0,"Manufacturers' Shipments, Inventories, and Orders",MPCVS,32S_MPCVS_US
33S,Machinery,0,MPCVS,Value of Shipments Percent Change Monthly,  Percent,,,,US,U.S. Total,0,"Manufacturers' Shipments, Inventories, and Orders",MPCVS,33S_MPCVS_US
33A,Farm Machinery and Equipment Manufacturing,0,MPCVS,Value of Shipments Percent Change Monthly,  Percent,,,,US,U.S. Total,0,"Manufacturers' Shipments, Inventories, and Orders",MPCVS,33A_MPCVS_US
33C,Construction Machinery Manufacturing,0,MPCVS,Value of Shipments Percent Change Monthly,  Percent,,,,US,U.S. Total,0,"Manufacturers' Shipments, Inventories, and Orders",MPCVS,33C_MPCVS_US
33D,"Mining, Oil, and Gas Field Machinery Manufacturing",0,MPCVS,Value of Shipments Percent Change Monthly,  Percent,,,,US,U.S. Total,0,"Manufacturers' Shipments, Inventories, and Orders",MPCVS,33D_MPCVS_US
33E,Industrial Machinery Manufacturing,0,MPCVS,Value of Shipments Percent Change Monthly,  Percent,,,,US,U.S. Total,0,"Manufacturers' Shipments, Inventories, and Orders",MPCVS,33E_MPCVS_US
33G,Photographic Equipment Manufacturing,0,MPCVS,Value of Shipments Percent Change Monthly,  Percent,,,,US,U.S. Total,0,"Manufacturers' Shipments, Inventories, and Orders",MPCVS,33G_MPCVS_US
33H,"Ventilation, Heating, Air-conditioning, and Refrigeration Equipment Manufacturing",0,MPCVS,Value of Shipments Percent Change Monthly,  Percent,,,,US,U.S. Total,0,"Manufacturers' Shipments, Inventories, and Orders",MPCVS,33H_MPCVS_US
33I,Metalworking Machinery Manufacturing,0,MPCVS,Value of Shipments Percent Change Monthly,  Percent,,,,US,U.S. Total,0,"Manufacturers' Shipments, Inventories, and Orders",MPCVS,33I_MPCVS_US
TGP,"Turbines, Generators, and Other Power Transmission Equipment",0,MPCVS,Value of Shipments Percent Change Monthly,  Percent,,,,US,U.S. Total,0,"Manufacturers' Shipments, Inventories, and Orders",MPCVS,TGP_MPCVS_US
33M,Material Handling Equipment Manufacturing,0,MPCVS,Value of Shipments Percent Change Monthly,  Percent,,,,US,U.S. Total,0,"Manufacturers' Shipments, Inventories, and Orders",MPCVS,33M_MPCVS_US
34S,Computer and Electronic Products,0,MPCVS,Value of Shipments Percent Change Monthly,  Percent,,,,US,U.S. Total,0,"Manufacturers' Shipments, Inventories, and Orders",MPCVS,34S_MPCVS_US
34A,Electronic Computer Manufacturing,0,MPCVS,Value of Shipments Percent Change Monthly,  Percent,,,,US,U.S. Total,0,"Manufacturers' Shipments, Inventories, and Orders",MPCVS,34A_MPCVS_US
34B,Computer Storage Device Manufacturing,0,MPCVS,Value of Shipments Percent Change Monthly,  Percent,,,,US,U.S. Total,0,"Manufacturers' Shipments, Inventories, and Orders",MPCVS,34B_MPCVS_US
34C,Other Computer Peripheral Equipment Manufacturing,0,MPCVS,Value of Shipments Percent Change Monthly,  Percent,,,,US,U.S. Total,0,"Manufacturers' Shipments, Inventories, and Orders",MPCVS,34C_MPCVS_US
34D,"Communications Equipment Manufacturing, Nondefense",0,MPCVS,Value of Shipments Percent Change Monthly,  Percent,,,,US,U.S. Total,0,"Manufacturers' Shipments, Inventories, and Orders",MPCVS,34D_MPCVS_US
34E,"Communications Equipment Manufacturing, Defense",0,MPCVS,Value of Shipments Percent Change Monthly,  Percent,,,,US,U.S. Total,0,"Manufacturers' Shipments, Inventories, and Orders",MPCVS,34E_MPCVS_US
34F,Audio and Video Equipment,0,MPCVS,Value of Shipments Percent Change Monthly,  Percent,,,,US,U.S. Total,0,"Manufacturers' Shipments, Inventories, and Orders",MPCVS,34F_MPCVS_US
34G,Semiconductor and Related Device Manufacturing,0,MPCVS,Value of Shipments Percent Change Monthly,  Percent,,,,US,U.S. Total,0,"Manufacturers' Shipments, Inventories, and Orders",MPCVS,34G_MPCVS_US
34H,Other Electronic Component Manufacturing,0,MPCVS,Value of Shipments Percent Change Monthly,  Percent,,,,US,U.S. Total,0,"Manufacturers' Shipments, Inventories, and Orders",MPCVS,34H_MPCVS_US
34I,"Search and Navigation Equipment, Nondefense",0,MPCVS,Value of Shipments Percent Change Monthly,  Percent,,,,US,U.S. Total,0,"Manufacturers' Shipments, Inventories, and Orders",MPCVS,34I_MPCVS_US
34J,"Search and Navigation Equipment, Defense",0,MPCVS,Value of Shipments Percent Change Monthly,  Percent,,,,US,U.S. Total,0,"Manufacturers' Shipments, Inventories, and Orders",MPCVS,34J_MPCVS_US
34K,"Electromedical, Measuring, and Control Instrument Manufacturing",0,MPCVS,Value of Shipments Percent Change Monthly,  Percent,,,,US,U.S. Total,0,"Manufacturers' Shipments, Inventories, and Orders",MPCVS,34K_MPCVS_US
35S,"Electrical Equipment, Appliances and Components",0,MPCVS,Value of Shipments Percent Change Monthly,  Percent,,,,US,U.S. Total,0,"Manufacturers' Shipments, Inventories, and Orders",MPCVS,35S_MPCVS_US
35A,Electric Lighting Equipment Manufacturing,0,MPCVS,Value of Shipments Percent Change Monthly,  Percent,,,,US,U.S. Total,0,"Manufacturers' Shipments, Inventories, and Orders",MPCVS,35A_MPCVS_US
35B,Household Appliance Manufacturing,0,MPCVS,Value of Shipments Percent Change Monthly,  Percent,,,,US,U.S. Total,0,"Manufacturers' Shipments, Inventories, and Orders",MPCVS,35B_MPCVS_US
35C,Electrical Equipment Manufacturing,0,MPCVS,Value of Shipments Percent Change Monthly,  Percent,,,,US,U.S. Total,0,"Manufacturers' Shipments, Inventories, and Orders",MPCVS,35C_MPCVS_US
35D,Battery Manufacturing,0,MPCVS,Value of Shipments Percent Change Monthly,  Percent,,,,US,U.S. Total,0,"Manufacturers' Shipments, Inventories, and Orders",MPCVS,35D_MPCVS_US
36S,Transportation Equipment,0,MPCVS,Value of Shipments Percent Change Monthly,  Percent,,,,US,U.S. Total,0,"Manufacturers' Shipments, Inventories, and Orders",MPCVS,36S_MPCVS_US
36A,Automobile Manufacturing,0,MPCVS,Value of Shipments Percent Change Monthly,  Percent,,,,US,U.S. Total,0,"Manufacturers' Shipments, Inventories, and Orders",MPCVS,36A_MPCVS_US
36B,Light Truck and Utility Vehicle Manufacturing,0,MPCVS,Value of Shipments Percent Change Monthly,  Percent,,,,US,U.S. Total,0,"Manufacturers' Shipments, Inventories, and Orders",MPCVS,36B_MPCVS_US
36C,Heavy Duty Truck Manufacturing,0,MPCVS,Value of Shipments Percent Change Monthly,  Percent,,,,US,U.S. Total,0,"Manufacturers' Shipments, Inventories, and Orders",MPCVS,36C_MPCVS_US
BTP,"Motor Vehicle Bodies, Trailers, and Parts",0,MPCVS,Value of Shipments Percent Change Monthly,  Percent,,,,US,U.S. Total,0,"Manufacturers' Shipments, Inventories, and Orders",MPCVS,BTP_MPCVS_US
NAP,Nondefense Aircraft and Parts,0,MPCVS,Value of Shipments Percent Change Monthly,  Percent,,,,US,U.S. Total,0,"Manufacturers' Shipments, Inventories, and Orders",MPCVS,NAP_MPCVS_US
DAP,Defense Aircraft and Parts,0,MPCVS,Value of Shipments Percent Change Monthly,  Percent,,,,US,U.S. Total,0,"Manufacturers' Shipments, Inventories, and Orders",MPCVS,DAP_MPCVS_US
36Z,Ships and Boats,0,MPCVS,Value of Shipments Percent Change Monthly,  Percent,,,,US,U.S. Total,0,"Manufacturers' Shipments, Inventories, and Orders",MPCVS,36Z_MPCVS_US
37S,Furniture and Related Products,0,MPCVS,Value of Shipments Percent Change Monthly,  Percent,,,,US,U.S. Total,0,"Manufacturers' Shipments, Inventories, and Orders",MPCVS,37S_MPCVS_US
39S,Miscellaneous Products,0,MPCVS,Value of Shipments Percent Change Monthly,  Percent,,,,US,U.S. Total,0,"Manufacturers' Shipments, Inventories, and Orders",MPCVS,39S_MPCVS_US
MNM,Nondurable Goods,0,MPCVS,Value of Shipments Percent Change Monthly,  Percent,,,,US,U.S. Total,0,"Manufacturers' Shipments, Inventories, and Orders",MPCVS,MNM_MPCVS_US
11S,Food Products,0,MPCVS,Value of Shipments Percent Change Monthly,  Percent,,,,US,U.S. Total,0,"Manufacturers' Shipments, Inventories, and Orders",MPCVS,11S_MPCVS_US
11A,Grain and Oilseed Milling,0,MPCVS,Value of Shipments Percent Change Monthly,  Percent,,,,US,U.S. Total,0,"Manufacturers' Shipments, Inventories, and Orders",MPCVS,11A_MPCVS_US
11B,Dairy Product Manufacturing,0,MPCVS,Value of Shipments Percent Change Monthly,  Percent,,,,US,U.S. Total,0,"Manufacturers' Shipments, Inventories, and Orders",MPCVS,11B_MPCVS_US
11C,"Meat, Poultry, and Seafood Product Processing",0,MPCVS,Value of Shipments Percent Change Monthly,  Percent,,,,US,U.S. Total,0,"Manufacturers' Shipments, Inventories, and Orders",MPCVS,11C_MPCVS_US
12S,Beverage and Tobacco Products,0,MPCVS,Value of Shipments Percent Change Monthly,  Percent,,,,US,U.S. Total,0,"Manufacturers' Shipments, Inventories, and Orders",MPCVS,12S_MPCVS_US
12A,Beverage Manufacturing,0,MPCVS,Value of Shipments Percent Change Monthly,  Percent,,,,US,U.S. Total,0,"Manufacturers' Shipments, Inventories, and Orders",MPCVS,12A_MPCVS_US
12B,Tobacco Manufacturing,0,MPCVS,Value of Shipments Percent Change Monthly,  Percent,,,,US,U.S. Total,0,"Manufacturers' Shipments, Inventories, and Orders",MPCVS,12B_MPCVS_US
13S,Textile Mills,0,MPCVS,Value of Shipments Percent Change Monthly,  Percent,,,,US,U.S. Total,0,"Manufacturers' Shipments, Inventories, and Orders",MPCVS,13S_MPCVS_US
14S,Textile Products,0,MPCVS,Value of Shipments Percent Change Monthly,  Percent,,,,US,U.S. Total,0,"Manufacturers' Shipments, Inventories, and Orders",MPCVS,14S_MPCVS_US
15S,Apparel,0,MPCVS,Value of Shipments Percent Change Monthly,  Percent,,,,US,U.S. Total,0,"Manufacturers' Shipments, Inventories, and Orders",MPCVS,15S_MPCVS_US
16S,Leather and Allied Products,0,MPCVS,Value of Shipments Percent Change Monthly,  Percent,,,,US,U.S. Total,0,"Manufacturers' Shipments, Inventories, and Orders",MPCVS,16S_MPCVS_US
22S,Paper Products,0,MPCVS,Value of Shipments Percent Change Monthly,  Percent,,,,US,U.S. Total,0,"Manufacturers' Shipments, Inventories, and Orders",MPCVS,22S_MPCVS_US
22A,"Pulp, Paper, and Paperboard Mills",0,MPCVS,Value of Shipments Percent Change Monthly,  Percent,,,,US,U.S. Total,0,"Manufacturers' Shipments, Inventories, and Orders",MPCVS,22A_MPCVS_US
22B,Paperboard Container Manufacturing,0,MPCVS,Value of Shipments Percent Change Monthly,  Percent,,,,US,U.S. Total,0,"Manufacturers' Shipments, Inventories, and Orders",MPCVS,22B_MPCVS_US
23S,Printing,0,MPCVS,Value of Shipments Percent Change Monthly,  Percent,,,,US,U.S. Total,0,"Manufacturers' Shipments, Inventories, and Orders",MPCVS,23S_MPCVS_US
24S,Petroleum and Coal Products,0,MPCVS,Value of Shipments Percent Change Monthly,  Percent,,,,US,U.S. Total,0,"Manufacturers' Shipments, Inventories, and Orders",MPCVS,24S_MPCVS_US
24A,Petroleum Refineries,0,MPCVS,Value of Shipments Percent Change Monthly,  Percent,,,,US,U.S. Total,0,"Manufacturers' Shipments, Inventories, and Orders",MPCVS,24A_MPCVS_US
25S,Chemical Products,0,MPCVS,Value of Shipments Percent Change Monthly,  Percent,,,,US,U.S. Total,0,"Manufacturers' Shipments, Inventories, and Orders",MPCVS,25S_MPCVS_US
25A,"Pesticide, Fertilizer, and Other Agricultural Chemical Manufacturing",0,MPCVS,Value of Shipments Percent Change Monthly,  Percent,,,,US,U.S. Total,0,"Manufacturers' Shipments, Inventories, and Orders",MPCVS,25A_MPCVS_US
25B,Pharmaceutical and Medicine Manufacturing,0,MPCVS,Value of Shipments Percent Change Monthly,  Percent,,,,US,U.S. Total,0,"Manufacturers' Shipments, Inventories, and Orders",MPCVS,25B_MPCVS_US
25C,"Paint, Coating, and Adhesive, Manufacturing",0,MPCVS,Value of Shipments Percent Change Monthly,  Percent,,,,US,U.S. Total,0,"Manufacturers' Shipments, Inventories, and Orders",MPCVS,25C_MPCVS_US
26S,Plastics and Rubber Products,0,MPCVS,Value of Shipments Percent Change Monthly,  Percent,,,,US,U.S. Total,0,"Manufacturers' Shipments, Inventories, and Orders",MPCVS,26S_MPCVS_US
CMS,Construction Materials and Supplies,0,MPCVS,Value of Shipments Percent Change Monthly,  Percent,,,,US,U.S. Total,0,"Manufacturers' Shipments, Inventories, and Orders",MPCVS,CMS_MPCVS_US
ITI,Information Technology Industries,0,MPCVS,Value of Shipments Percent Change Monthly,  Percent,,,,US,U.S. Total,0,"Manufacturers' Shipments, Inventories, and Orders",MPCVS,ITI_MPCVS_US
CRP,Computers and Related Products,0,MPCVS,Value of Shipments Percent Change Monthly,  Percent,,,,US,U.S. Total,0,"Manufacturers' Shipments, Inventories, and Orders",MPCVS,CRP_MPCVS_US
MVP,Motor Vehicles and Parts,0,MPCVS,Value of Shipments Percent Change Monthly,  Percent,,,,US,U.S. Total,0,"Manufacturers' Shipments, Inventories, and Orders",MPCVS,MVP_MPCVS_US
TCG,Capital Goods,0,MPCVS,Value of Shipments Percent Change Monthly,  Percent,,,,US,U.S. Total,0,"Manufacturers' Shipments, Inventories, and Orders",MPCVS,TCG_MPCVS_US
NDE,Nondefense Capital Goods,0,MPCVS,Value of Shipments Percent Change Monthly,  Percent,,,,US,U.S. Total,0,"Manufacturers' Shipments, Inventories, and Orders",MPCVS,NDE_MPCVS_US
NXA,Nondefense Capital Goods Excluding Aircraft,0,MPCVS,Value of Shipments Percent Change Monthly,  Percent,,,,US,U.S. Total,0,"Manufacturers' Shipments, Inventories, and Orders",MPCVS,NXA_MPCVS_US
DEF,Defense Capital Goods,0,MPCVS,Value of Shipments Percent Change Monthly,  Percent,,,,US,U.S. Total,0,"Manufacturers' Shipments, Inventories, and Orders",MPCVS,DEF_MPCVS_US
COG,Consumer Goods,0,MPCVS,Value of Shipments Percent Change Monthly,  Percent,,,,US,U.S. Total,0,"Manufacturers' Shipments, Inventories, and Orders",MPCVS,COG_MPCVS_US
CDG,Consumer Durable Goods,0,MPCVS,Value of Shipments Percent Change Monthly,  Percent,,,,US,U.S. Total,0,"Manufacturers' Shipments, Inventories, and Orders",MPCVS,CDG_MPCVS_US
CNG,Consumer Nondurable Goods,0,MPCVS,Value of Shipments Percent Change Monthly,  Percent,,,,US,U.S. Total,0,"Manufacturers' Shipments, Inventories, and Orders",MPCVS,CNG_MPCVS_US
DXT,Durable Goods Excluding Transportation,0,MPCVS,Value of Shipments Percent Change Monthly,  Percent,,,,US,U.S. Total,0,"Manufacturers' Shipments, Inventories, and Orders",MPCVS,DXT_MPCVS_US
DXD,Durable Goods Excluding Defense,0,MPCVS,Value of Shipments Percent Change Monthly,  Percent,,,,US,U.S. Total,0,"Manufacturers' Shipments, Inventories, and Orders",MPCVS,DXD_MPCVS_US
34X,Communication Equipment,0,MPCVS,Value of Shipments Percent Change Monthly,  Percent,,,,US,U.S. Total,0,"Manufacturers' Shipments, Inventories, and Orders",MPCVS,34X_MPCVS_US
ODG,Other Durable Goods,0,MPCVS,Value of Shipments Percent Change Monthly,  Percent,,,,US,U.S. Total,0,"Manufacturers' Shipments, Inventories, and Orders",MPCVS,ODG_MPCVS_US
MTM,Total Manufacturing,0,MPCWI,Work in Progress Inventories Percent Change Monthly,  Percent,,,,US,U.S. Total,1,"Manufacturers' Shipments, Inventories, and Orders",MPCWI,MTM_MPCWI_US_adj
MDM,Durable Goods,0,MPCWI,Work in Progress Inventories Percent Change Monthly,  Percent,,,,US,U.S. Total,1,"Manufacturers' Shipments, Inventories, and Orders",MPCWI,MDM_MPCWI_US_adj
21S,Wood Products,0,MPCWI,Work in Progress Inventories Percent Change Monthly,  Percent,,,,US,U.S. Total,1,"Manufacturers' Shipments, Inventories, and Orders",MPCWI,21S_MPCWI_US_adj
27S,Nonmetallic Mineral Products,0,MPCWI,Work in Progress Inventories Percent Change Monthly,  Percent,,,,US,U.S. Total,1,"Manufacturers' Shipments, Inventories, and Orders",MPCWI,27S_MPCWI_US_adj
31S,Primary Metals,0,MPCWI,Work in Progress Inventories Percent Change Monthly,  Percent,,,,US,U.S. Total,1,"Manufacturers' Shipments, Inventories, and Orders",MPCWI,31S_MPCWI_US_adj
32S,Fabricated Metal Products,0,MPCWI,Work in Progress Inventories Percent Change Monthly,  Percent,,,,US,U.S. Total,1,"Manufacturers' Shipments, Inventories, and Orders",MPCWI,32S_MPCWI_US_adj
33S,Machinery,0,MPCWI,Work in Progress Inventories Percent Change Monthly,  Percent,,,,US,U.S. Total,1,"Manufacturers' Shipments, Inventories, and Orders",MPCWI,33S_MPCWI_US_adj
34S,Computer and Electronic Products,0,MPCWI,Work in Progress Inventories Percent Change Monthly,  Percent,,,,US,U.S. Total,1,"Manufacturers' Shipments, Inventories, and Orders",MPCWI,34S_MPCWI_US_adj
35S,"Electrical Equipment, Appliances and Components",0,MPCWI,Work in Progress Inventories Percent Change Monthly,  Percent,,,,US,U.S. Total,1,"Manufacturers' Shipments, Inventories, and Orders",MPCWI,35S_MPCWI_US_adj
36S,Transportation Equipment,0,MPCWI,Work in Progress Inventories Percent Change Monthly,  Percent,,,,US,U.S. Total,1,"Manufacturers' Shipments, Inventories, and Orders",MPCWI,36S_MPCWI_US_adj
37S,Furniture and Related Products,0,MPCWI,Work in Progress Inventories Percent Change Monthly,  Percent,,,,US,U.S. Total,1,"Manufacturers' Shipments, Inventories, and Orders",MPCWI,37S_MPCWI_US_adj
39S,Miscellaneous Products,0,MPCWI,Work in Progress Inventories Percent Change Monthly,  Percent,,,,US,U.S. Total,1,"Manufacturers' Shipments, Inventories, and Orders",MPCWI,39S_MPCWI_US_adj
MNM,Nondurable Goods,0,MPCWI,Work in Progress Inventories Percent Change Monthly,  Percent,,,,US,U.S. Total,1,"Manufacturers' Shipments, Inventories, and Orders",MPCWI,MNM_MPCWI_US_adj
11S,Food Products,0,MPCWI,Work in Progress Inventories Percent Change Monthly,  Percent,,,,US,U.S. Total,1,"Manufacturers' Shipments, Inventories, and Orders",MPCWI,11S_MPCWI_US_adj
12S,Beverage and Tobacco Products,0,MPCWI,Work in Progress Inventories Percent Change Monthly,  Percent,,,,US,U.S. Total,1,"Manufacturers' Shipments, Inventories, and Orders",MPCWI,12S_MPCWI_US_adj
13S,Textile Mills,0,MPCWI,Work in Progress Inventories Percent Change Monthly,  Percent,,,,US,U.S. Total,1,"Manufacturers' Shipments, Inventories, and Orders",MPCWI,13S_MPCWI_US_adj
14S,Textile Products,0,MPCWI,Work in Progress Inventories Percent Change Monthly,  Percent,,,,US,U.S. Total,1,"Manufacturers' Shipments, Inventories, and Orders",MPCWI,14S_MPCWI_US_adj
15S,Apparel,0,MPCWI,Work in Progress Inventories Percent Change Monthly,  Percent,,,,US,U.S. Total,1,"Manufacturers' Shipments, Inventories, and Orders",MPCWI,15S_MPCWI_US_adj
16S,Leather and Allied Products,0,MPCWI,Work in Progress Inventories Percent Change Monthly,  Percent,,,,US,U.S. Total,1,"Manufacturers' Shipments, Inventories, and Orders",MPCWI,16S_MPCWI_US_adj
22S,Paper Products,0,MPCWI,Work in Progress Inventories Percent Change Monthly,  Percent,,,,US,U.S. Total,1,"Manufacturers' Shipments, Inventories, and Orders",MPCWI,22S_MPCWI_US_adj
23S,Printing,0,MPCWI,Work in Progress Inventories Percent Change Monthly,  Percent,,,,US,U.S. Total,1,"Manufacturers' Shipments, Inventories, and Orders",MPCWI,23S_MPCWI_US_adj
24S,Petroleum and Coal Products,0,MPCWI,Work in Progress Inventories Percent Change Monthly,  Percent,,,,US,U.S. Total,1,"Manufacturers' Shipments, Inventories, and Orders",MPCWI,24S_MPCWI_US_adj
25S,Chemical Products,0,MPCWI,Work in Progress Inventories Percent Change Monthly,  Percent,,,,US,U.S. Total,1,"Manufacturers' Shipments, Inventories, and Orders",MPCWI,25S_MPCWI_US_adj
26S,Plastics and Rubber Products,0,MPCWI,Work in Progress Inventories Percent Change Monthly,  Percent,,,,US,U.S. Total,1,"Manufacturers' Shipments, Inventories, and Orders",MPCWI,26S_MPCWI_US_adj
MTM,Total Manufacturing,0,MPCWI,Work in Progress Inventories Percent Change Monthly,  Percent,,,,US,U.S. Total,0,"Manufacturers' Shipments, Inventories, and Orders",MPCWI,MTM_MPCWI_US
MDM,Durable Goods,0,MPCWI,Work in Progress Inventories Percent Change Monthly,  Percent,,,,US,U.S. Total,0,"Manufacturers' Shipments, Inventories, and Orders",MPCWI,MDM_MPCWI_US
21S,Wood Products,0,MPCWI,Work in Progress Inventories Percent Change Monthly,  Percent,,,,US,U.S. Total,0,"Manufacturers' Shipments, Inventories, and Orders",MPCWI,21S_MPCWI_US
27S,Nonmetallic Mineral Products,0,MPCWI,Work in Progress Inventories Percent Change Monthly,  Percent,,,,US,U.S. Total,0,"Manufacturers' Shipments, Inventories, and Orders",MPCWI,27S_MPCWI_US
